ESTANTE,CATEGORIA,DESCRIPCION,MODELO,CANTIDAD,ESTADO,CONDICION,OBSERVACIONES
A2,Circuito Integrado,Ic Opamp Instr 3.4Mhz Sgl,INA217AIP,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Ic Opamp J-Fet Single 8-Dip,LF351N,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Single Supply Dual Operational Amplifiers,LM358 (HA17358),53,DISPONIBLE,BUENO,
A2,Circuito Integrado,Ic Converter Fto V 14-Dip,LM2917N/NOPB,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Jfet Input Operational Amplifiers,TL084CN,170,DISPONIBLE,BUENO,
A2,Circuito Integrado,Ic V-F/ F-V Converter,AD650JNZ,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Differential Comparator,LM393,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Ic Opamp Gp 600 Khz Prec,OP77FZ,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual 4-Input Nor Gate,CD4002,36,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Complementary Pair Plus Inverter,CD4007,53,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex Buffer/Converter,CD4009,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Hex Buffer/Converter,CD4010,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Nand Gate,4011,126,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Dual D Type Flip-Flop,4013,53,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Bilateral Switch Ic,4016,21,DISPONIBLE,BUENO,
A2,Circuito Integrado,Decade Counter,4017,90,DISPONIBLE,BUENO,
A2,Circuito Integrado,Presettable Up/Down Binary/Decade Counter,CD4029,98,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual J-K Flip-Flop,4027,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Quad Exclusive-Or Gate,4030,57,DISPONIBLE,BUENO,
A2,Circuito Integrado,8-Bit Universal Bus Register,4034,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,12-Stage Binary Ripple Counter,4040,20,DISPONIBLE,BUENO,
A2,Circuito Integrado,"Quad Clocked ""D"" Latch",4042,11,DISPONIBLE,BUENO,
A2,Circuito Integrado,Monostable Multivibrator,4047,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex Buffer/Converter (Inverting Type),4049,60,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex Buffer,4050,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Multiplexer Switch 8-1,4051,65,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual 4?Channel Analog Multiplexer/Demultiplexer,4052,101,DISPONIBLE,BUENO,
A2,Circuito Integrado,Logic Comparators 4-Bit Magnitude,CD4063,98,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Bilateral Switch,4066,116,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Ssiquad Exclusive “Or” And “Nor” Gates,4070,106,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad 2 Input Or Gate,4071,47,DISPONIBLE,BUENO,
A2,Circuito Integrado,Complementary Metal Oxide Silicon,4072,3,DISPONIBLE,BUENO,
A2,Circuito Integrado,Complementary Metal Oxide Silicon,4073,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Triple 3–Input Or Gate,4075,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Exclusive “Or” And “Nor” Gates,4077,1,DISPONIBLE,BUENO,
A2,Circuito Integrado,8-Input Nor Gates,4078,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,B-Suffix Series Cmos Gates,4081,58,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual4–Input And Gate,4082,27,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad 2-Input Nand Schmitt Triggers,CD4093,97,DISPONIBLE,BUENO,
A2,Circuito Integrado,,4098,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,8-Bit Addressable Latch,4099,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex Schmitt Trigger,CD40106,99,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex Non-Inverting 3-State Buffer,4503,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Presettable Up/Down Counters,4510,60,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Bcd-To-7 Segment Latch Decoder Drivers,4511,38,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos 8-Channel Data Selector,4512,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,4-Bit Latched/4-To-16 Line Decoders,4514,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,4-Bit Latch/4-To-16 Line Decoder,4515,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Presettable Up/Down Counters,4516,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Bcd Counter,4518,90,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos Dual Up Counters,4520,53,DISPONIBLE,BUENO,
A2,Circuito Integrado,"Differential Multiplexer, 1 Func, 4 Channel, Cmos, Pdip16",4529,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Precision Retiggerable/Resettable Monostable Multivibrator,4538,57,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual 4-Channel Data Selector,4539,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,Pcm Codec-Filter,4555,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Binary To 1-Of-4 Decoder / Demultiplexer,4556,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Cmos 8-Bit Addressable Latch,4724,1,DISPONIBLE,BUENO,
A2,Circuito Integrado,Half-Bridge Driver,IR2109,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Igbtinsulated Gate Bipolar Transistor,IRG4BC10K-ND,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,High Isolation Voltagedarlington Transistor Typemulti Photocoupler Series,PS2502-1,3,DISPONIBLE,BUENO,
A2,Circuito Integrado,Sensitive Triacs,L4004F51,66,DISPONIBLE,BUENO,
A2,Circuito Integrado,"(Npn) Silicon Complementary Transistors Medium Power Amp, Switch",NT291,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,"(Pnp) Silicon Complementary Transistors Medium Power Amp, Switch",NT292,3,DISPONIBLE,BUENO,
A2,Circuito Integrado,Mosfet 200V N-Ch Hexfet,IRF630PBF,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Sensitive Scrs 4A 400V,T106D1,56,DISPONIBLE,BUENO,
A2,Circuito Integrado,High Speed Dual Mosfet Drivers,MC33152P,3,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low Voltage Rail-To-Rail Dual Operational Amplifier,MC33502P,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Power Rectifiers,MUR160,12,DISPONIBLE,BUENO,
A2,Circuito Integrado,"High-Voltage, High-Current Operational Amplifier",OPA549S,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,High And Low Side Driver,IR2101PBF,5,DISPONIBLE,BUENO,
A2,Componente Pasivo,Fuse Fast Act 3.15A 5X20Mm Iec,FUSIBLE,10,DISPONIBLE,BUENO,
A2,Circuito Integrado,6-Pin Dip Random-Phase Optoisolators Triac Driver Output,MOC3010,10,DISPONIBLE,BUENO,
A2,Circuito Integrado,6-Pin Dip Random-Phase Optoisolators Triac Driver Output,MOC3020,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,6-Pin Dip Random-Phase Optoisolators Triac Driver Output,MOC3021,13,DISPONIBLE,BUENO,
A2,Circuito Integrado,6-Pin Dip Random-Phase Optoisolators Triac Driver Output,MOC3022,1,DISPONIBLE,BUENO,
A2,Circuito Integrado,Optically Coupled Bilateral Switch Light Activated Zero Voltage Crossing Triac,MOC3031,12,DISPONIBLE,BUENO,
A2,Circuito Integrado,Optoisolator Zero Crossing Triac Driver,NTE3049,1,DISPONIBLE,BUENO,
A2,Circuito Integrado,Trigger Transformer,STT-104,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,"10 A, 600 V Fast Igbt",STGF10NC60SD,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,Microcontroller,XC68HC705,1,DISPONIBLE,BUENO,
A2,Circuito Integrado,"31/2 Digit, Lcd/Led Display, A/D Converters",ICL7107CPLZ,3,DISPONIBLE,BUENO,
A2,Circuito Integrado,N-Channel 6A - 600V- To-220 / Dpakshort Circuit Proof Powermesh™ Igbt,GP3NB60K,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,Ultralow Offset Voltage Op-Amp,OP07,169,DISPONIBLE,BUENO,
A2,Circuito Integrado,Universal Monolithic Dual Switched Capacitor Filter,MF10CN,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low-Power J-Fet Input Op-Amp,TL61,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low Noise J_Fet Op-Amp,TL71,55,DISPONIBLE,BUENO,
A2,Circuito Integrado,Driver Receiver,MAX232,17,DISPONIBLE,BUENO,
A2,Circuito Integrado,Driver Receiver,MAX233,57,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low-Noise J-Fet Input Op-Amp,TL074CN,36,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual J-Fet Op-Amp,TL82,15,DISPONIBLE,BUENO,
A2,Circuito Integrado,Switch,XR210P,11,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,LM301,190,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,LM308,28,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje Comparator,LM311,26,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Terminal Positive Adjst Regulator,LM317,12,DISPONIBLE,BUENO,
A2,Circuito Integrado,Fast General Op-Amp,LM318,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Comparator,LM319,19,DISPONIBLE,BUENO,
A2,Circuito Integrado,Monolithic Timing,XR320P,20,DISPONIBLE,BUENO,
A2,Circuito Integrado,Precision Timer,LM322,15,DISPONIBLE,BUENO,
A2,Circuito Integrado,3A-5V Positive Voltaje Regulator,LM323,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low Power Quad Op-Amp,LM324,31,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje To Frecuency Converter,LM331,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Terminal Current Source,LM334,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Temperature Sensor,LM335,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Ter Neg Adjustable Regulator,LM337,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quat-Differential Comparators,LM339,22,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad-Bipolar Operational Amplifier,LM346,21,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad-741 Operational Amplifier,LM348,25,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual/ High Speed/ Programmable/ Current Mode Norton Amplifiers,LM359,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,,LM377,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Low Noise Dual Preamplifier,LM381,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,5 Watt Power Amplifier,LM384,10,DISPONIBLE,BUENO,
A2,Circuito Integrado,Sample And Hold Amplifier,LM398,31,DISPONIBLE,BUENO,
A2,Circuito Integrado,Timer,LM555,40,DISPONIBLE,BUENO,
A2,Circuito Integrado,Phase Locked Loop,LM565,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje Controlled Oscilator,LM566,34,DISPONIBLE,BUENO,
A2,Circuito Integrado,Tone Decoder,LM567,35,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje Comparator,LM710,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,LM725,16,DISPONIBLE,BUENO,
A2,Circuito Integrado,Diferential Amplifier,LM733,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,LM741,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Operational Amplifier,LM747,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,8 Bit Multiplying D/A Converter,MC1408,20,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Line Eia-232D Driver,MC1488,53,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Line Eia-232D Receiver,MC1489,58,DISPONIBLE,BUENO,
A2,Circuito Integrado,Wideb Linear 4 Quadrent Multiplier,MC1495,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Balanced Modulators Demodulators,MC1496,23,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje Controlled Oscilator,MC1648,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Phase Locked Fm Demodulador,LM1800,9,DISPONIBLE,BUENO,
A2,Circuito Integrado,Rc Encoder Transmiter,LM1871,29,DISPONIBLE,BUENO,
A2,Circuito Integrado,Radio Control Receiver / Transmiter,LM1872,18,DISPONIBLE,BUENO,
A2,Circuito Integrado,H Volt / H Current Darlington Transistor,ULN2001,10,DISPONIBLE,BUENO,
A2,Circuito Integrado,Monolithic Funtion Generator,XR2206,16,DISPONIBLE,BUENO,
A2,Circuito Integrado,Voltaje Controlled Oscilator,XR2207,23,DISPONIBLE,BUENO,
A2,Circuito Integrado,Fsk Demodulator/ Tone Decoder,XR2211,19,DISPONIBLE,BUENO,
A2,Circuito Integrado,,XR2208,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Independent Differential Amp For Low Power Applications From Dc To 120Mhz,CA3054,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,General Purpose Npn Transistor Array,CA3086,21,DISPONIBLE,BUENO,
A2,Circuito Integrado,Long Range Timer,XR2242,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Precision Phase-Locked Loop,XR2212,12,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Differential Input Operational Amplifiers,MC3403,19,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Memory Driver Transistor,MPQ3467,60,DISPONIBLE,BUENO,
A2,Circuito Integrado,Stepper Motor Driver,MC3479,4,DISPONIBLE,BUENO,
A2,Circuito Integrado,Frequency To Voltage Converter,LM2907,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,OPA350,23,DISPONIBLE,BUENO,
A2,Circuito Integrado,Programmable Timer/Counter,UA2240,20,DISPONIBLE,BUENO,
A2,Circuito Integrado,Programmable Voltage Detectors,ICL8211CP,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Programmable Power Operational Amplifier,LM13080N,14,DISPONIBLE,BUENO,
A2,Circuito Integrado,,LF13580,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Remote-Control Transmitter/Encoder,MC14457,14,DISPONIBLE,BUENO,
A2,Circuito Integrado,Operational Amplifier,OPA2350,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,,MC14458,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Pulse-Width Modulating Regulator,XR3524,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad General-Purpose Operational Amplifiers,RC4136,13,DISPONIBLE,BUENO,
A2,Circuito Integrado,,MC14490,0,DISPONIBLE,BUENO,
A2,Circuito Integrado,Temperature Controller,LM3911,8,DISPONIBLE,BUENO,
A2,Circuito Integrado,Programmable Quad Operational Amplifier,XR4202,22,DISPONIBLE,BUENO,
A2,Circuito Integrado,Positive Voltage Regulators,7805,18,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Terminal 1A Positive Voltage Regulator,7806,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Terminal Fixed Positive Voltage Regulators,7815,52,DISPONIBLE,BUENO,
A2,Circuito Integrado,,7812,13,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Low-Noise Operational Amplifier,XR4739,12,DISPONIBLE,BUENO,
A2,Circuito Integrado,Phase-Frequency Detector,MC4044,5,DISPONIBLE,BUENO,
A2,Circuito Integrado,Three Terminal Negative Voltage Regulator,7905,114,DISPONIBLE,BUENO,
A2,Circuito Integrado,3-Terminal Negative Voltage Regulator,7906,17,DISPONIBLE,BUENO,
A2,Circuito Integrado,Three Terminal Negative Voltage Regulator,7912,7,DISPONIBLE,BUENO,
A2,Circuito Integrado,Three Terminal Negative Voltage Regulator,7915,57,DISPONIBLE,BUENO,
A2,Circuito Integrado,Hex/Quadruple D-Type Flip-Flops,74174,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,8-Channel Line Receiver,75129,2,DISPONIBLE,BUENO,
A2,Circuito Integrado,Quad Eia-485 Line Receiver,75175,6,DISPONIBLE,BUENO,
A2,Circuito Integrado,Dual Peripheral Drivers,75453,27,DISPONIBLE,BUENO,
A2,Circuito Integrado,Mos-To-Led Digit Driver/ Quad Segment Driver,75491,66,DISPONIBLE,BUENO,
A2,Circuito Integrado,Mos-To-Led Digit Driver/ Quad Segment Driver,75492,94,DISPONIBLE,BUENO,
A3,Componente Pasivo,"Cristal de cuarzo de 2,4576 MHz","Cristal 2,4575 MHz",4,DISPONIBLE,BUENO,
A3,Otros,cositos que no se que son,,98,DISPONIBLE,BUENO,
A3,Componente Pasivo,"Oscilador cristal de cuarzo de 1,84 MHz","Oscilador 1,84 MHz",31,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador cristal de cuarzo de 6 MHz,Oscilador 6 MHz,24,DISPONIBLE,BUENO,
A3,Componente Pasivo,"Generator: quartz a 3,0720 MHz;",SG531P,5,DISPONIBLE,BUENO,
A3,Componente Pasivo,Generator: quartz a 40 MHz;,SG531PH,1,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador de cristal 32 MHz,KCO-110s,2,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador de cristal 12 MHz,,1,DISPONIBLE,BUENO,
A3,Componente Pasivo,"Cristal de cuarzo de 11059,2Hz",,18,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador de cristal 4 MHz,,8,DISPONIBLE,BUENO,
A3,Componente Pasivo,"Oscilador de cristal 3,579545 MHz",,1,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador de cristal 12 MHz,,29,DISPONIBLE,BUENO,
A3,Componente Pasivo,Oscilador de cristal 10 MHz,,27,DISPONIBLE,BUENO,
A3,Periférico,Dip Switch 4,,3,DISPONIBLE,BUENO,
A3,Periférico,Dip Switch 8,,117,DISPONIBLE,BUENO,
A3,Periférico,Dip Switch 12,,6,DISPONIBLE,BUENO,
A3,Circuito Integrado,Interfaz periférica programable,P8255A,2,DISPONIBLE,BUENO,
A3,Circuito Integrado,CMOS Video Multiplexer/Amplifier,max453CPA,7,DISPONIBLE,BUENO,
A3,Circuito Integrado,CMOS Video Multiplexer/8X1,MAX310CPE,6,DISPONIBLE,BUENO,
A3,Circuito Integrado,High speed CMOS static RAM,CXK58257ASP-10L,4,DISPONIBLE,BUENO,
A3,Circuito Integrado,CMOS RF/ Video Multiplexers,MAX311CPE,1,DISPONIBLE,BUENO,
A3,Circuito Integrado,Dual D-type flip-flop,074D,26,DISPONIBLE,BUENO,
A3,Periférico,Receptores BNC,,6,DISPONIBLE,BUENO,
A3,Circuito Integrado,Precision Amplifiers Low Offset Volt Prec,OP07CP,4,DISPONIBLE,BUENO,
A3,Circuito Integrado,Controlador programable,P8259A,2,DISPONIBLE,BUENO,
A3,Circuito Integrado,transistores en arreglo de darlington,ULN2003AN,2,DISPONIBLE,BUENO,
A3,Circuito Integrado,Integrated Circuit Interface Line Receiver,MC1489N,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,Transistores en arreglo de darlington,ULN2003APG,1,DISPONIBLE,BUENO,
A3,Circuito Integrado,Quad Line Driver,MC1488P,1,DISPONIBLE,BUENO,
A3,Circuito Integrado,MÓDULO RTC DE MUY BAJA CONSUMO DE 8 BITS Y 32 KHZ,V3023,37,DISPONIBLE,BUENO,
A3,Circuito Integrado,RAM,SL74S289,63,DISPONIBLE,BUENO,
A3,Periférico,Tornillo,,39,DISPONIBLE,BUENO,
A3,Circuito Integrado,Oscilador de cristal de cuarzo 4 MHz,NTE652,1,DISPONIBLE,BUENO,
A3,Periférico,Adaptador para integrado,,1,DISPONIBLE,BUENO,
A3,Circuito Integrado,,815-40,7,DISPONIBLE,BUENO,
A3,Periférico,60 PINES,TERMINALES,18,DISPONIBLE,BUENO,
A3,Circuito Integrado,,CA 6 DP,1,DISPONIBLE,BUENO,
A3,Periférico,CONECTOR DIP,,8,DISPONIBLE,BUENO,14 PINES
A3,Circuito Integrado,LOW VOLTAGE AUDIO POWER AMPLIFIER,LM386,34,DISPONIBLE,BUENO,
A3,Circuito Integrado,Bulk Weigher Scale Controller,CD4000,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,2-input positive NOR gate,TC4001,46,DISPONIBLE,BUENO,
A3,Circuito Integrado,PLUG CONNECTOR DOUBLE ROW FEMALE 2x13PIN 26PIN,FC-26P,14,DISPONIBLE,BUENO,
A3,Periférico,26 PINES,,12,DISPONIBLE,BUENO,
A3,Circuito Integrado,LUG CONNECTOR DOUBLE ROW FEMALE 2x17PIN 34PIN,FC-34P,15,DISPONIBLE,BUENO,
A3,Circuito Integrado,monolithic integrated high voltage,L293d,1,DISPONIBLE,BUENO,
A3,Circuito Integrado,CONNECTOR COMPUT,747250-4,15,DISPONIBLE,BUENO,
A3,Circuito Integrado,CONNECTOR COMPUT,745783-4,20,DISPONIBLE,BUENO,
A3,Circuito Integrado,CONNECTOR COMPUT,747238-4,14,DISPONIBLE,BUENO,
A3,Periférico,CONECTORES VARIOS,,8,DISPONIBLE,BUENO,
A3,Circuito Integrado,TERMISTORES DE 10K OHMS 5%,LC103J2JRA,1,DISPONIBLE,BUENO,
A3,Periférico,TERMINALES JUMPER 6,,27,DISPONIBLE,BUENO,
A3,Periférico,TERMINALES JUMPER HEMBRA I8,,27,DISPONIBLE,BUENO,
A3,Periférico,TERMINALES JUMPER HEMBRA 10,,27,DISPONIBLE,BUENO,
A3,Circuito Integrado,,89C51 ATMEL,96,DISPONIBLE,BUENO,"low-power, high-performance CMOS 8-bit microcomputer with 4K bytes of Flash programmable and erasable read only memory (PEROM)"
A3,Circuito Integrado,,PLCC/28PIN,19,DISPONIBLE,BUENO,"Low profile, thin wall sockets designed to convert plastic leaded chips to a thru-hole PCB format on a .100"" centerline grid."
A3,Periférico,30 PINES,,7,DISPONIBLE,BUENO,
A3,Circuito Integrado,POTENCIOMETRO DIGITAL,DS1669,2,DISPONIBLE,BUENO,
A3,Circuito Integrado,POWER DUAL AUDIO AMPLIFIER,LM1877,18,DISPONIBLE,BUENO,
A3,Circuito Integrado,,LTC1563,6,DISPONIBLE,BUENO,active RC lowpass filters with rail-to-rail inputs and outputs and low DC offset suitable for systems with a resolution of up to 16 bits.
A3,Circuito Integrado,,A724-ND,1,DISPONIBLE,BUENO,SOIC and SOJ-to-DIP Adapter
A3,Periférico,PINES 40,,8,DISPONIBLE,BUENO,
A3,Circuito Integrado,,PIC18F550-I/P,5,DISPONIBLE,BUENO,"28/40/44-Pin High-Performance, Enhanced Flash USB Microcontrollers with nanoWatt Technology"
A3,Circuito Integrado,,PIC17C44,8,DISPONIBLE,BUENO,"High-Performance 8-Bit CMOS EPROM/ROM Microcontroller †NOT recommended for new designs, use 17C42A.This document was created with FrameMaker40"
A3,Circuito Integrado,,PIC16F877A,21,DISPONIBLE,BUENO,28/40/44-Pin Enhanced FlashMicrocontrollers
A3,Circuito Integrado,,P8051AH,29,DISPONIBLE,BUENO,8-BITCONTROL-ORIENTEDMICROCONTROLLERS
A3,Circuito Integrado,,PAL10H8,49,DISPONIBLE,BUENO,ELECTRICALLY ERASABLE PAL DEVICE
A3,Circuito Integrado,,PAL20R6A,36,DISPONIBLE,BUENO,MOS DIGITAL INTERGRATED CIRCUIT SILICON GATE CMOS
A3,Circuito Integrado,,DMPAL12H6JC,38,DISPONIBLE,BUENO,"OT PLD, 40ns, PAL-Type, TTL, PDIP20"
A3,Circuito Integrado,,ATF20V8B,77,DISPONIBLE,BUENO,SPLD ATF22V10C Family 500 Gates 10 Macro Cells 125MHz 5V 24-Pin PDIP Tub
A3,Circuito Integrado,,CY7C168A-20PXC,17,DISPONIBLE,BUENO,4Kx4 PWR DWN
A3,Circuito Integrado,,AM2732BDC,6,DISPONIBLE,BUENO,"UVPROM, 4KX8, 250ns, NMOS, CDIP24"
A3,Circuito Integrado,,GAL22V100,48,DISPONIBLE,BUENO,"IC PLD 10MC 25NS 24DIP, Integrated Circuits"
A3,Circuito Integrado,CPLD,ATF750C,29,DISPONIBLE,BUENO,Dispositivos lógicos programables complejos (CPLD) 10 ns 24 I/O Pins 10 macorcells 20 reg
A3,Circuito Integrado,,MM2102AN-4,29,DISPONIBLE,BUENO,"Integrated Circuits, STANDARD SRAM, 1KX1, 250NS, MOS, PDIP16"
A3,Circuito Integrado,,2111A-4,4,DISPONIBLE,BUENO,256 word by 4-bit static random access memory element using N-channel MOS devices integrated on a monolithic array.
A3,Circuito Integrado,,AM9101CPC,13,DISPONIBLE,BUENO,"Standard SRAM, 256X4, 300ns, MOS, PDIP22"
A3,Circuito Integrado,,MM2114J,23,DISPONIBLE,BUENO,"Standard SRAM, 1KX4, 450ns, MOS, CDIP18"
A3,Circuito Integrado,,HY6116AP-10,9,DISPONIBLE,BUENO,2K X 8-bit CMOS SRAM
A3,Circuito Integrado,,GM76C88AL-12,56,DISPONIBLE,BUENO,"65,536 Bit static random access memory organized as 8,192 words by 8 bits using CMOS"
A3,Circuito Integrado,,AT28BV64B,42,DISPONIBLE,BUENO,
A3,Circuito Integrado,,MCM4116BP15,119,DISPONIBLE,BUENO,16.384 BITS MEMORIA DE ACCESO ALEATORIO DINÁMICO DIP16
A3,Circuito Integrado,,D4164,19,DISPONIBLE,BUENO,IC CER.16PIN DIP
A3,Circuito Integrado,8-bit CMOS,AT27010,4,DISPONIBLE,BUENO,"low-power, high-performance CMOS 8-bit microcomputer with 4K bytes of Flash programmable and erasable read only memory (PEROM)"
A3,Circuito Integrado,8-bit CMOS,XLS2865AP,3,DISPONIBLE,BUENO,"low power, high performance, 8-bit CMOS microcontroller with a variety of features"
A3,Circuito Integrado,CPLD,MB8264A-12,18,DISPONIBLE,BUENO,MOS 65536-BIT DYNAMIC RANDOM ACCESS MEMORY
A3,Circuito Integrado,NMOS,XC9536,2,DISPONIBLE,BUENO,high-performance CPLD providing advanced in-system programming and test capabilities for general purpose logic integration.
A3,Circuito Integrado,,AM9114BPC,4,DISPONIBLE,BUENO,"Standard SRAM, 1KX4, 450ns, NMOS, PDIP18"
A3,Circuito Integrado,IC Chip,DM74SI88N,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,IC CPLD 72MC 10NS 44PLCC,XC9572,26,DISPONIBLE,BUENO,
A3,Circuito Integrado,integrated circuit,KM41C256P,66,DISPONIBLE,BUENO,
A3,Circuito Integrado,integrated circuit,KM41C454P,50,DISPONIBLE,BUENO,
A3,Circuito Integrado,(256 x 4) 1024-BIT TTL PROM,DM74S287N,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,(256 x 4) 1024-BIT TTL PROM,DM74S2788N,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,256 X 4 1024-Bit TTL PROM,DM74S387J,3,DISPONIBLE,BUENO,
A3,Circuito Integrado,256 Kbit (32Kb x 8) UV EPROM and OTP EPROM,M27C256B,15,DISPONIBLE,BUENO,
A3,Circuito Integrado,EEPROM Serial-I2C 2K-bit 256 x 8 5V 8-Pin PDIP Tube,24C64,5,DISPONIBLE,BUENO,
